id,filename,split,source_found,source_path
kPPRWcA3kTBARkhZriSo,belen_titan_08_2026-03-20_193733.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_193733.jpg
q8c7fAieJffSigMYj4qX,belen_titan_08_2026-03-20_191731.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_191731.jpg
wpIx3qyT5wg5WjSlLQ1P,belen_titan_08_2026-03-20_185730.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_185730.jpg
4oEHGxaecwa8dFXPCtaC,belen_titan_08_2026-03-20_165731.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_165731.jpg
J0JWEChvrOm6DmQw7MRg,belen_titan_08_2026-03-20_092018.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_092018.jpg
KNEDBi0QdxYrXS8dshZW,belen_titan_08_2026-03-20_085746.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_085746.jpg
XGV9FckpR41igIadKz3h,belen_titan_08_2026-03-20_105855.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_105855.jpg
cvIzsczSLRgkzZRWfCFN,belen_titan_07_2026-03-20_155727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_155727.jpg
hZUAcMDTVBLKQavNlJhi,belen_titan_08_2026-03-20_103732.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_103732.jpg
hdFRFxXCVO66uYox5bqJ,belen_titan_07_2026-03-20_161730.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_161730.jpg
xwFeM2nohwSaRRsAwXsM,belen_titan_08_2026-03-20_171731.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_171731.jpg
1KmmEtXr0MnD2rESdhNd,belen_titan_08_2026-03-20_155732.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_155732.jpg
7wBtmwZnKDTjcBV3tbHD,belen_titan_07_2026-03-20_181725.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_181725.jpg
AN7jRMLiNNDtO5xqszuB,belen_titan_07_2026-03-20_143726.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_143726.jpg
IPdsrzJm2l2RkiSbeQqr,belen_titan_07_2026-03-20_141727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_141727.jpg
JH5Edvvhce5ShPlFVtmD,belen_titan_07_2026-03-20_165726.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_165726.jpg
NrXSK20NvP2GCnv6zV2Q,belen_titan_08_2026-03-20_173733.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_173733.jpg
REHx0F6CIAeJUPRndcIh,belen_titan_08_2026-03-20_115730.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_115730.jpg
YfM0jxiQ6NmBjmDvqBAn,belen_titan_07_2026-03-20_163727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_163727.jpg
cC5dbKQ6pPxxJboDb7Yw,belen_titan_07_2026-03-20_151726.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_151726.jpg
cfhojSxxw4K2Rd69i1Rw,belen_titan_08_2026-03-20_153734.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_153734.jpg
d1T6cQh7yuUvP4ZC1Jxf,belen_titan_08_2026-03-20_181730.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_181730.jpg
eDYYs7FkpNgam75vzNNs,belen_titan_08_2026-03-20_161735.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_161735.jpg
eJ6YhXCFG5FH89r0KFli,belen_titan_08_2026-03-20_135740.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_135740.jpg
oBbG06YD5IfTUxgBhOxG,belen_titan_07_2026-03-20_153729.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_153729.jpg
vOVIND7ByxrhJG63t3tN,belen_titan_08_2026-03-20_101948.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_101948.jpg
3nZwlV0L5TR79T0uty4k,belen_titan_08_2026-03-20_125736.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_125736.jpg
B2OdMF6u65NYTsrRDESf,belen_titan_08_2026-03-20_095918.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_095918.jpg
C46QvIwhqEhDsTdivpDO,belen_titan_08_2026-03-20_175732.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_175732.jpg
DRMz6zxao4UdYGJWRd46,belen_titan_08_2026-03-20_121732.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_121732.jpg
Em5cSymYjvRHwzR6fdu6,belen_titan_07_2026-03-20_171726.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_171726.jpg
Now398TWfnp4X3bEa0x2,belen_titan_07_2026-03-20_175727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_175727.jpg
TBPAiam0ixwXy1BS5p7F,belen_titan_08_2026-03-20_131950.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_131950.jpg
VWRi1NvV9zmp0VhPW1rT,belen_titan_08_2026-03-20_143731.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_143731.jpg
ezSLGKdKD00dadqtXNOg,belen_titan_07_2026-03-20_173727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_173727.jpg
fxCLuFLocrLYD13CC89H,belen_titan_08_2026-03-20_141732.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_141732.jpg
hvP83n1VrVrNOyn4CNoO,belen_titan_08_2026-03-20_183733.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_183733.jpg
nr1Ez6PI9U61LzBXFQaq,belen_titan_08_2026-03-20_145732.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_145732.jpg
oowbjU9rfq8i3SOyFz4b,belen_titan_07_2026-03-20_131943.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_131943.jpg
se95ucuQa4jTor4Rv1Dz,belen_titan_08_2026-03-20_111731.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_111731.jpg
2Sp08rThfk8ndKG6FmGk,belen_titan_08_2026-03-20_113855.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_113855.jpg
BMod6jVmJJPJ43SSwR8T,belen_titan_08_2026-03-20_133918.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_133918.jpg
DHXrLfqawgOkeZjX2H4N,belen_titan_07_2026-03-20_133913.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_133913.jpg
lZPjMMaNeF9ZMklh7OoO,belen_titan_07_2026-03-20_135735.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_135735.jpg
q1iRdghJtyPbln48Q2rD,belen_titan_08_2026-03-20_151732.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_151732.jpg
yhv47MjQOK9IRp7IintH,belen_titan_08_2026-03-20_093918.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_093918.jpg
HncyooE5ESuQWyQSF20J,belen_titan_08_2026-03-20_163732.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_163732.jpg
xST7PG1kC1rZ0UqYyVEv,belen_titan_07_2026-03-20_145727.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_145727.jpg
1Me4W6ppVJfMNGCyoVdI,belen_titan_08_2026-03-20_123731.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_08_2026-03-20_123731.jpg
LkJreQ1p9w9WKLmLt4Ks,belen_titan_07_2026-03-20_185725.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_185725.jpg
PGtzRC0YbML63HFIAO4h,belen_titan_07_2026-03-20_183728.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_183728.jpg
mgfljXeePy5qpWHohM4J,belen_titan_07_2026-03-20_191726.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_191726.jpg
lcx4P4FNHYI1szscB9QX,belen_titan_07_2026-03-20_193728.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_193728.jpg
N4UGyJ1E1ui1MxRT8COW,belen_titan_06_2026-03-20_181720.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_181720.jpg
Y0x7fxsZTHFsYvjRGVJy,belen_titan_06_2026-03-20_161724.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_161724.jpg
yQD6SQkn3nqpKkfoNuog,belen_titan_07_2026-03-20_093913.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_093913.jpg
2h3K8nNwqP1u71WOkWd1,belen_titan_06_2026-03-20_145722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_145722.jpg
2rhCNLri3o4EnRE8a6lu,belen_titan_06_2026-03-20_153723.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_153723.jpg
5h0dGF3aHdtOWYbIcr1n,belen_titan_06_2026-03-20_111721.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_111721.jpg
6CpRlQKVjQyTXboKRzzV,belen_titan_06_2026-03-20_101843.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_101843.jpg
7N2EMC9oWqyWIl9Kgwwo,belen_titan_06_2026-03-20_113820.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_113820.jpg
GOKqckh7c78pgwxkRkoO,belen_titan_06_2026-03-20_131843.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_131843.jpg
GkGtDt8azM4kOXCE83Px,belen_titan_07_2026-03-20_085741.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_085741.jpg
NyaNAgDDYwnEFJbOwFof,belen_titan_06_2026-03-20_115720.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_115720.jpg
Nzwe42NC3OAaxHbJYMCx,belen_titan_06_2026-03-20_093813.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_093813.jpg
PqbSsZz0EzifqqO6YOgK,belen_titan_07_2026-03-20_115725.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_115725.jpg
WgToa1HHee4LIf6x1LGQ,belen_titan_06_2026-03-20_193723.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_193723.jpg
YTbMxhd3dnctrUnXyIun,belen_titan_06_2026-03-20_105812.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_105812.jpg
aRA2B3ZLKR2dLYWepqz7,belen_titan_06_2026-03-20_165721.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_165721.jpg
bdt1V03Hpk8RHx4uAhoi,belen_titan_07_2026-03-20_095913.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_095913.jpg
cHFWraiFcLDy88DASlFe,belen_titan_07_2026-03-20_101943.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_101943.jpg
emfYfkaLU2QZKXBYCHcc,belen_titan_06_2026-03-20_173722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_173722.jpg
hsv2QDXgc6KPrmb342Lt,belen_titan_06_2026-03-20_163722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_163722.jpg
kNQjOZ1Mmny9uG4htKsl,belen_titan_06_2026-03-20_171721.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_171721.jpg
m69B6lfYfAptSKqXiJVs,belen_titan_06_2026-03-20_151721.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_151721.jpg
nGODfRLLKTZsvVjkbIZy,belen_titan_06_2026-03-20_185720.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_185720.jpg
sBNBUteBdYK0NKn028qn,belen_titan_06_2026-03-20_191721.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_191721.jpg
sgG6L6rMACvINdwwmgt5,belen_titan_07_2026-03-20_125730.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_125730.jpg
tyg4qVDeTWPJiRqlFFhS,belen_titan_07_2026-03-20_123725.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_123725.jpg
11ZCDtBzZY6N9lj9XuQZ,belen_titan_06_2026-03-20_121722.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_121722.jpg
6WbmO5Nqj2wbLO16iDEE,belen_titan_06_2026-03-20_135722.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_135722.jpg
Dh96s0so9qLqjGSjiCvb,belen_titan_07_2026-03-20_103727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_103727.jpg
EnOzbsLSJbd8G6PJETKe,belen_titan_07_2026-03-20_111727.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_111727.jpg
GbrLUJv68FPMbV5IFQ4Z,belen_titan_06_2026-03-20_103722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_103722.jpg
JJzlCEQWB45WVnaJcuKa,belen_titan_07_2026-03-20_113850.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_113850.jpg
Mu6EjiHov1Zi5UUQAUAf,belen_titan_06_2026-03-20_091913.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_091913.jpg
V2rijsz3nz5xDEEJ82HW,belen_titan_06_2026-03-20_125724.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_125724.jpg
b0JWrPcDdBUG9oIV4lUS,belen_titan_06_2026-03-20_085736.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_085736.jpg
enJZHJ8WBREIpyL0m09e,belen_titan_06_2026-03-20_143721.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_143721.jpg
haHJzaeEqgS3s350r3ye,belen_titan_07_2026-03-20_105845.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_105845.jpg
jhWVWby8sEM3w1QcO0nT,belen_titan_06_2026-03-20_095813.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_095813.jpg
sdDznWGs1IU9bQveEtTe,belen_titan_06_2026-03-20_175722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_175722.jpg
swvGzml2S0Jh9CNyyMKZ,belen_titan_06_2026-03-20_141722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_141722.jpg
zGTnbTn2jYmm0lxNZZ6e,belen_titan_07_2026-03-20_121727.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_07_2026-03-20_121727.jpg
86BX4yFuRU706ZFoWhwN,belen_titan_06_2026-03-20_183722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_183722.jpg
9pK0yZQPI9sidBR4ttdj,belen_titan_06_2026-03-20_123720.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_123720.jpg
IiUAw6Q3nj1nrejivKMb,belen_titan_05_2026-03-20_195348.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_195348.jpg
TaKCN4qNFMpUUNvlNmTQ,belen_titan_06_2026-03-20_155722.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_155722.jpg
XkyZa5T4WdsRTPI6cIgi,belen_titan_05_2026-03-20_191716.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_191716.jpg
mNpNwKDMYDfShTBj55Pq,belen_titan_06_2026-03-20_133812.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_133812.jpg
pmZBzmE9ydliWYdMDD0M,belen_titan_05_2026-03-20_193718.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_193718.jpg
tS6ajR3TdBHyJtMdQjSN,belen_titan_06_2026-03-20_195353.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_06_2026-03-20_195353.jpg
NmOUJxAa44Q5NiqNm06r,belen_titan_05_2026-03-20_185715.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_185715.jpg
MiyTiN0ypSXeO6UGkcmd,belen_titan_05_2026-03-20_085721.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_085721.jpg
rGJgxXoOxBsk8XqF9mCX,belen_titan_04_2026-03-20_145711.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_04_2026-03-20_145711.jpg
ytmqqamYynNtiWRgw0lX,belen_titan_05_2026-03-20_151716.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_151716.jpg
2Y37vOFWJcHsSDri9CtT,belen_titan_05_2026-03-20_111716.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_111716.jpg
